"kode_kab","kode_instansi","unit_kerja"
"3310","3310425","RS PKU MUHAMMADIYAH PEDAN"
"3310","3310426","RS PKU MUHAMMADIYAH PRAMBANAN"
"3311","3311016","RS UMUM DAERAH IR. SOEKARNO KABUPATEN SUKOHARJO"
"3311","3311027","RS KHUSUS BEDAH KARIMA UTAMA"
"3311","3311213","RS UMUM NIRMALA SURI"
"3311","3311224","RS UMUM DR. OEN SOLO BARU"
"3311","3311225","RS UMUM PKU MUHAMMADIYAH SUKOHARJO"
"3311","3311228","RS UMUM UNIVERSITAS SEBELAS MARET"
"3311","3311229","RS UMUM INDRIATI"
"3311","3311230","RS PKU MUHAMMADIYAH KARTASURA"
"3311","3311231","RS ISLAM SURAKARTA YARSIS"
"3312","3312010","RS UMUM DAERAH DR. SOEDIRAN MANGUN SUMARSO WONOGI"
"3312","3312021","RS UMUM MAGUAN HUSADA"
"3312","3312284","RS UMUM MUHAMMADIYAH SELOGIRI"
"3312","3312295","RS HERMINA WONOGIRI"
"3312","3312306","RS UMUM  AMAL SEHAT"
"3312","3312307","RS FITRI CANDRA"
"3312","3312308","RS UMUM MULIA HATI WONOGIRI"
"3312","3312309","RS UMUM ASTRINI"
"3312","3312310","RS PKU MUHAMMADIYAH WONOGIRI"
"3313","3313011","RS UMUM DAERAH KARANGANYAR"
"3313","3313022","RSAU DR. SISWANTO LANUD ADI SOEMARMO"
"3313","3313033","RS UMUM PKU MUHAMMADIYAH KARANG ANYAR"
"3313","3313042","RS IBU DAN ANAK DIAN PERTIWI"
"3313","3313053","RS UMUM JATI HUSADA"
"3313","3313054","RS UMUM INDO SEHAT KARANGAYAR"
"3313","3313055","RS UMUM JAFAR MEDIKA KARANGANYAR"
"3313","3313056","RS UMUM MOJOSONGO 2"
"3314","3314012","RS UMUM DAERAH DR. SOEHADI PRIJONEGORO"
"3314","3314023","RS UMUM MARDI LESTARI SRAGEN"
"3314","3314045","RS UMUM SARILA HUSADA"
"3314","3314056","RS UMUM ISLAM AMAL SEHAT SRAGEN"
"3314","3314067","RS UMUM ASSALAM"
"3314","3314078","RS IBU DAN ANAK RESTU IBU"
"3314","3314089","RS UMUM DAERAH DR. SOERATNO GEMOLONG"
"3314","3314090","RS UMUM PKU MUHAMMADIYAH SRAGEN"
"3314","3314092","RS UMUM ISLAM YAKSSI GEMOLONG"
"3314","3314096","RS UMUM RIZKY AMALIA"
"3314","3314097","RS UMUM SARAS IBNU SINA SUKOWATI"
"3314","3314108","RS UMUM DAERAH SUKOWATI TANGEN"
"3315","3315013","RS UMUM DAERAH DR. R.SOEDJATI SOEMODIARDJO"
"3315","3315024","RS UMUM PANTI RAHAYU"
"3315","3315035","RS UMUM PERMATA BUNDA"
"3315","3315046","RS UMUM MUHAMMADIYAH GUBUG"
"3315","3315057","RS UMUM HABIBULLAH"
"3315","3315059","RS UMUM ISLAM PURWODADI"
"3315","3315060","RS UMUM DAERAH KI AGENG SELO"
"3315","3315061","RS UMUM DAERAH KI AGENG GETAS PENDOWO GUBUG"
"3316","3316014","RS UMUM DAERAH DR. R. SOETIJONO BLORA"
"3316","3316025","RS UMUM DAERAH DR. R. SOEPRAPTO CEPU"
"3316","3316040","RS UMUM PERMATA BLORA"
"3316","3316051","RS UMUM PKU MUHAMMADIYAH CEPU"
"3316","3316062","RS UMUM BANTUAN BLORA"
"3316","3316063","RS UMUM PKU MUHAMMDIYAH BLORA"
"3317","3317015","RS UMUM DAERAH DR. R. SOETRASNO REMBANG"
"3317","3317026","RS UMUM ISLAM ARAFAH"
"3317","3317027","RS BHINA BHAKTI HUSADA"
"3317","3317038","RS PKU MUHAMMADIYAH PAMOTAN"
"3318","3318016","RS UMUM DAERAH RAA SOEWONDO"
"3318","3318064","RS UMUM ISLAM PATI"
"3318","3318075","RS UMUM MITRA BANGSA PATI"
"3318","3318086","RS UMUM DAERAH KAYEN PATI"
"3318","3318108","RS UMUM KELUARGA SEHAT"
"3318","3318109","RS UMUM  BUDI AGUNG PATI"
"3318","3318110","RS UMUM FASTABIQ SEHAT PKU MUHAMMADIYAH PATI"
"3318","3318111","RS UMUM SEBENING KASIH"
"3318","3318113","RS UMUM AS-SUYUTHIYYAH"
"3318","3318114","RS KELUARGA SEHAT TAYU"
"3319","3319010","RS UMUM DAERAH DR. LOEKMONO HADI"
"3319","3319021","RS UMUM  AISYIYAH KUDUS"
"3319","3319022","RS UMUM KUMALA SIWIMIJEN KUDUS"
"3319","3319023","RS IBU DAN ANAK HARAPAN BUNDA"
"3319","3319025","RS IBU DAN ANAK MIRIAM"
"3319","3319032","RS UMUM MARDI RAHAYU"
"3319","3319043","RS UMUM  NURUSSYIFA"
"3319","3319080","RS UMUM  ISLAM SUNAN KUDUS"
"3319","3319091","RS IBU DAN ANAK PERMATA HATI"
"3319","3319102","RS UMUM BANTUAN KUDUS"
"3320","3320010","RS UMUM DAERAH R. A. KARTINI"
"3320","3320021","RS UMUM DAERAH KELET PROVINSI JAWA TENGAH"
"3320","3320032","RS UMUM SULTAN HADLIRIN JEPARA"
"3320","3320043","RS UMUM GRAHA HUSADA"
"3320","3320046","RS PKU AISYIYAH JEPARA"
"3320","3320089","RS UMUM PKU MUHAMMADIYAH MAYONG"
"3321","3321011","RS UMUM DAERAH SUNAN KALIJAGA"
"3321","3321033","RS UMUM ISLAM NU DEMAK"
"3321","3321034","RS UMUM PELITA ANUGERAH"
"3321","3321035","RS UMUM DAERAH SULTAN FATAH KARANGAWEN DEMAK"
"3321","3321036","RS HJ. FATIMAH SULHAN PKU MUHAMMADIYAH DEMAK"
"3322","3322012","RS UMUM DAERAH DR. GUNAWAN MANGUNKUSUMO"
"3322","3322023","RS UMUM DAERAH DR. GONDO SUWARNO"
"3322","3322034","RS UMUM KEN SARAS"
"3322","3322071","RS UMUM BINA KASIH"
"3374","3322072","RS IBU DAN ANAK PLAMONGAN INDAH"
"3322","3322073","RS UMUM KUSUMA UNGARAN"
"3323","3323013","RS UMUM DAERAH DJOJONEGORO TEMANGGUNG"
"3323","3323024","RS UMUM NGESTI WALUYO"
"3323","3323046","RS UMUM GUNUNG SAWO KAB. TEMANGGUNG"
"3323","3323050","RS UMUM PKU MUHAMMADIYAH TEMANGGUNG"
"3324","3324014","RS UMUM DAERAH  DR. H. SOEWONDO KENDAL"
"3324","3324036","RS UMUM ISLAM KENDAL"
"3324","3324037","RS UMUM MUHAMMADIYAH DARUL ISTIQOMAH"
"3324","3324038","RS UMUM BAITUL HIKMAH"
"3324","3324040","RS UMUM CHARLIE HOSPITAL"
"3324","3324051S","RS DARURAT COVID KAB. KENDAL"
"3324","3324052","RS PKU AISYIYAH KENDAL"
"3325","3325015","RS UMUM DAERAH KAB. BATANG"
"3375","3325026","RS UMUM BHAKTI WALUYO"
"3325","3325037","RS UMUM QIM"
"3325","3325039","RS UMUM DAERAH LIMPUNG"
"3326","3326011","RS UMUM DAERAH KRATON KAB. PEKALONGAN"
"3326","3326016","RS UMUM ISLAM PKU MUHAMMADIYAH PEKAJANGAN"
"3326","3326038","RS UMUM DAERAH KAJEN KAB. PEKALONGAN"
"3375","3326049","RS UMUM DAERAH BENDAN KOTA PEKALONGAN"
"3326","3326051","RS IBU DAN ANAK AISYIYAH PEKAJANGAN PEKALONGAN"
"3327","3327010","RS UMUM DAERAH DR. M. ASHARI PEMALANG"
"3327","3327021","RS UMUM SANTA MARIA PEMALANG"
"3327","3327032","RS UMUM ISLAM MOGA"
"3327","3327043","RS UMUM ISLAM AL-IKHLAS"
"3327","3327044","RS UMUM SIAGA MEDIKA PEMALANG"
"3327","3327045","RS UMUM PRIMA MEDIKA"
"3327","3327046","RS IBU DAN ANAK SITI AMINAH PEMALANG"
"3327","3327047","RS UMUM MUHAMMADIYAH MARDHATILLAH"
"3327","3327048","RS HARAPAN SEHAT PEMALANG"
"3327","3327049","RS UMUM COMAL BARU"
"3328","3328011","RS UMUM DAERAH DR. SOESELO SLAWI KABUPATEN TEGAL"
"3328","3328035","RS UMUM DAERAH SURADADI"
"3376","3328042","RS UMUM MITRA KELUARGA TEGAL"
"3328","3328055","RSU ISLAM PKU MUHAMMADIYAH"
"3328","3328078","RS UMUM ADELLA"
"3328","3328079","RS IBU DAN ANAK PALA RAYA"
"3328","3328081","RS HARAPAN SEHAT SLAWI"
"3328","3328082","RS HAWARI ESSA"
"3329","3329012","RS UMUM DAERAH BREBES"
"3329","3329045","RS UMUM SITI ASIYAH"
"3329","3329056","RS UMUM MUHAMMADIYAH SITI AMINAH"
"3329","3329067","RS UMUM DEDY JAYA"
"3329","3329078","RS UMUM BHAKTI ASIH"
"3329","3329101","RS UMUM DERA AS-SYIFA"
"3329","3329102","RS UMUM DAERAH BUMIAYU"
"3329","3329103","RS UMUM ISLAMI MUTIARA BUNDA"
"3329","3329105","RS IBU DAN ANAK PERMATA INSANI"
"3329","3329108","RS UMUM ALAM MEDICA"
"3329","3329109","RS UMUM AMANAH MAHMUDAH"
"3329","3329112","RS HARAPAN SEHAT JATIBARANG"
"3329","3329113","RS HARAPAN SEHAT BUMIAYU"
"3329","3329114","RS UMUM BHAKTI ASIH JATIBARANG"
"3371","3371014","RS UMUM DAERAH TIDAR"
"3371","3371025","RS UMUM TK. II DR. SOEDJONO"
"3371","3371040","RS JIWA PROF. DR. SOEROJO"
"3371","3371084","RS UMUM LESTARI RAHARJA"
"3371","3371105","RS IBU DAN ANAK GLADIOOL"
"3371","3371131","RS UMUM HARAPAN"
"3371","3371142","RS UMUM ISLAM MAGELANG"
"3371","3371144","RS UMUM DAERAH BUDI RAHAYU"
"3372","3372015","RS UMUM DAERAH DR. MOEWARDI SURAKARTA"
"3372","3372026","RS UMUM DR. OEN"
"3372","3372030","RS UMUM TK IV SLAMET RIYADI SURAKARTA"
"3372","3372041","RS UMUM BRAYAT MINULYA"
"3372","3372052","RS JIWA DAERAH SURAKARTA"
"3311","3372063","RS ORTHOPEDI PROF. DR. R. SOEHARSO"
"3372","3372074","RS UMUM PANTI WALUYO"
"3372","3372096","RS UMUM PKU MUHAMMADIYAH SURAKARTA"
"3372","3372132","RS UMUM ISLAM KUSTATI"
"3372","3372165","RS UMUM KASIH IBU"
"3372","3372191","RS UMUM TRIHARSI"
"3372","3372201","RS UMUM PUSAT SURAKARTA"
"3372","3372234","RS UMUM DAERAH IBU FATMAWATI SOEKARNO"
"3372","3372235","RS KHUSUS MATA SOLO"
"3372","3372236","RS UMUM HERMINA SOLO"
"3372","3372238","RS PKU MUHAMMADIYAH SAMPANGAN SURAKARTA"
"3372","3372239","RS GIGI DAN MULUT SOELASTRI"
"3372","3372240","RS UMUM DAERAH BUNG KARNO KOTA SURAKARTA"
"3372","3372241","RS JIH SOLO"
"3372","3372242","RS ONKOLOGI SOLO"
"3373","3373016","RS UMUM DAERAH SALATIGA"
"3373","3373020","RS UMUM TK. IV 04.07.03 DR. ASMIR"
"3373","3373042","RS PARU DR. ARIO WIRAWAN"
"3373","3373090","RS UMUM PURI ASIH"
"3373","3373091","RS UMUM SEJAHTERA BHAKTI"
"3373","3373092","RS IBU DAN ANAK HERMINA MUTIARA BUNDA"
"3374","3374010","RS UMUM PUSAT DR. KARIADI"
"3374","3374021","RS UMUM ST. ELISABETH SEMARANG"
"3374","3374032","RS UMUM WILLIAM BOOTH"
"3374","3374043","RS UMUM TELOGOREJO SEMARANG"
"3374","3374054","RS UMUM PERMATA MEDIKA"
"3374","3374065","RS UMUM TK.III BHAKTI WIRA TAMTAMA SMG"
"3374","3374076","RS UMUM SULTAN AGUNG SEMARANG"
"3374","3374080","RS UMUM ROEMANI MUHAMMADIYAH"
"3374","3374091","RS UMUM BHAYANGKARA SEMARANG"
"3374","3374112","RS UMUM PANTI WILASA CITARUM"
"3374","3374123","RS JIWA DAERAH  DR. AMINO GONDOHUTOMO"
"3374","3374134","RS UMUM DAERAH TUGUREJO SEMARANG"
"3374","3374145","RS UMUM HERMINA PANDANARAN"
"3374","3374203","RS UMUM BHAYANGKARA AKPOL SEMARANG"
"3374","3374240","RS PANTI WILASA"
"3374","3374273","RS IBU DAN ANAK ANUGERAH"
"3374","3374284","RS IBU DAN ANAK BUNDA SEMARANG"
"3374","3374316","RS IBU DAN ANAK GUNUNG SAWO"
"3374","3374331","RS UMUM BANYUMANIK"
"3374","3374342","RS UMUM DAERAH KRMT WONGSONEGORO"
"3374","3374353","RS IBU DAN ANAK KUSUMA PRADJA"
"3374","3374365","RS UMUM HERMINA BANYUMANIK SEMARANG"
"3374","3374366","RS KHUSU BEDAH COLUMBIA ASIA SEMARANG"
"3374","3374367","RS UMUM NASIONAL DIPONEGORO"
"3374","3374369","RS IBU DAN ANAK ANANDA PASAR ACE"
"3374","3374371","SILOAM HOSPITALS SEMARANG"
"3374","3374372","RS ISLAM GIGI DAN MULUT SULTAN AGUNG"
"3374","3374373","RS GIGI DAN MULUT UNIMUS"
"3374","3374374","RS UMUM BANYUMANIK 2"
"3374","3374375","RS MATA JEC-CANDI SEMARANG"
"3374","3374387","RS PRIMAYA KOTA SEMARANG"
"3375","3375022","RS UMUM BUDI RAHAYU"
"3375","3375033","RS UMUM SITI KHODIJAH"
"3375","3375071","RS UMUM KAROMAH HOLISTIC"
"3375","3375072","RS UMUM ANUGERAH PEKALONGAN"
"3375","3375073","RS UMUM H. A. ZAKY DJUNAID"
"3375","3375074","RS UMUM  ARO"
"3375","3375075","RS UMUM HERMINA PEKALONGAN"
"3376","3376012","RS UMUM DAERAH KARDINAH"
"3328","3376023","RS UMUM  MITRA SIAGA"
"3328","3376034","RS UMUM TK. IV TEGAL"
"3376","3376082","RS UMUM ISLAM HARAPAN ANDA"
"3376","3376093","RS IBU DAN ANAK KASIH IBU TEGAL"
"3401","3401015","RS UMUM DAERAH WATES"
"3401","3401026","RS UMUM ST. YUSUP BORO"
"3401","3401037","RS UMUM RIZKI AMALIA MEDIKA"
"3401","3401048","RS UMUM KHARISMA PARAMEDIKA"
"3401","3401050","RS UMUM PKU MUHAMMADIYAH NANGGULAN"
"3401","3401051","RS UMUM RIZKI AMALIA"
"3401","3401052","RS UMUM DAERAH NYI AGENG SERANG"
"3401","3401053","RS UMUM PURA RAHARJA MEDIKA"
"3401","3401058","RS UMUM QUEEN LATIFA"
"3402","3402016","RS UMUM DAERAH PANEMBAHAN SENOPATI"
"3402","3402020","RS UMUM SANTA ELISABETH"
"3402","3402031","RSU PKU MUHAMMADIYAH BANTUL"
"3402","3402042","RS IBU ANAK UMMI KHASANAH"
"3402","3402053","RS UMUM NUR HIDAYAH"
"3402","3402064","RS UMUM RACHMA HUSADA"
"3402","3402075","RS UMUM PERMATA HUSADA"
"3402","3402076","RS KHUSUS BEDAH RING ROAD SELATAN"
"3402","3402077","RS UMUM GRIYA MAHARDIKA YOGYAKARTA"
"3402","3402080","RS KHUSUS IBU DAN ANAK KAHYANGAN"
"3402","3402081","RS BEDAH ADELIA"
"3402","3402082","RS KHUSUS IBU DAN ANAK ADINDA"
"3402","3402084","RS UNIVERSITAS ISLAM INDONESIA"
"3402","3402085S","RS LAPANGAN KHUSUS COVID-19 KAB. BANTUL"
"3402","3402086","RS RAJAWALI CITRA"
"3402","3402097","RS UMUM DAERAH SARAS ADYATMA"
"3403","3403010","RS UMUM DAERAH WONOSARI"
"3403","3403021","RS UMUM NUR ROHMAH"
"3403","3403022","RS UMUM PELITA HUSADA"
"3403","3403023","RS UMUM PANTI RAHAYU"
"3403","3403024","RS UMUM PKU MUHAMMADIYAH WONOSARI"
"3403","3403025","RS BETHESDA WONOSARI"
"3403","3403026","RS IBU DAN ANAK ALLAUDYA"
"3403","3403027","RS UMUM DAERAH SAPTOSARI"
"3404","3404011","RS UMUM DAERAH SLEMAN"
"3404","3404015","RSUP DR. SARDJITO"
"3404","3404022","RS JIWA GRHASIA"
"3404","3404033","CHARITAS HOSPITAL KLEPU"
"3404","3404045","RS UMUM QUEEN LATIFA"
"3404","3404056","RS JIH"
"3404","3404070","RS KHUSUS BEDAH AN-NUR"
"3404","3404081","RS UMUM CONDONG CATUR"
"3404","3404092","RS UMUM PURI HUSADA YOGYAKARTA"
"3404","3404102","RS UMUM PANTI RINI"
"3404","3404124","RS UMUM PANTI NUGROHO"
"3404","3404146","RS ISLAM YAYASAN PDHI"
"3404","3404157","RS UMUM SAKINA IDAMAN"
"3404","3404168","RS UMUM DAERAH PRAMBANAN"
"3404","3404179","RS UMUM MITRA PARAMEDIKA"
"3404","3404180","RS IBU ANAK ARVITA BUNDA"
"3404","3404181","RS AT-TUROST AL-ISLAMY"
"3404","3404182","RS UMUM GRAMEDIKA 10"
"3404","3404183","RS UMUM PKU MUHAMMADIYAH GAMPING"
"3404","3404184","RS UMUM BHAYANGKARA POLDA DIY"
"3404","3404185","RS KHUSUS BEDAH SINDUADI"
"3404","3404187","RS KHUSUS IBU ANAK SADEWA"
"3404","3404189","RS UGM"
"3404","3404190","RS UMUM MITRA SEHAT"
"3404","3404191","RS UNIVERSITAS AHMAD DAHLAN"
"3404","3404193","RS UMUM HERMINA YOGYA"
"3404","3404196","RS UMUM BUNGA BANGSA MEDIKA"
"3404","3404197S","RS DARURAT KHUSUS COVID (RSDKC) KAB.SLEMAN"
"3404","3404208S","RS KHUSUS COVID GADJAH MADA"
"3471","3471026","RS ISLAM HIDAYATULLAH YOGYAKARTA"
"3471","3471030","RS TK. III 04.06.03 DR. SOETARTO"
"3471","3471041","RS PKU MUHAMMADIYAH YOGYAKARTA"
"3471","3471052","RS UMUM PANTI RAPIH"
"3471","3471063","RS BETHESDA YOGYAKARTA"
"3402","3471074","RSPAU DR.  SUHARDI HARJOLUKITO"
"3471","3471085","RS KHUSUS JIWA PURI NIRMALA"
"3471","3471096","RS  MATA DR. YAP"
"3471","3471107","RS KHUSUS IBU DAN ANAK  PKU MUHAMMADIYAH KOTAGEDE"
"3402","3471121","RS PARU RESPIRA"
"3471","3471234","RS UMUM DAERAH KOTA YOGYAKARTA"
"3471","3471256","RS KHUSUS IBU DAN ANAK BHAKTI IBU"
"3471","3471282","RS LUDIRA HUSADA TAMA"
"3471","3471325","RS KHUSUS IBU DAN ANAK PERMATA BUNDA"
"3471","3471336","RS BETHESDA LEMPUYANGWANGI"
"3404","3471362","RS GIGI DAN MULUT UGM PROF. SOEDOMO"
"3471","3471373","RS HAPPY LAND MEDICAL CENTRE"
"3471","3471374","RS KHUSUS GIGI DAN MULUT UNIVERSITAS MUHAMMADIYAH"
"3471","3471377","RS PRATAMA KOTA YOGYAKARTA"
"3471","3471379","RS KHUSUS IBU DAN ANAK RACHMI"
"3471","3471380","RS SILOAM YOGYAKARTA"
"3471","3471381","RS AMC MUHAMMADIYAH"
"3501","3501016","RS UMUM DAERAH  DR. DARSONO"
"3501","3501017","RSU AGUNG MULIA"
"3501","3501019","RS UMUM MEDICAL MANDIRI PACITAN"
"3502","3502010","RS UMUM DAERAH DR. HARJONO S. KABUPATEN PONOROGO"
"3502","3502112","RS UMUM AISYIYAH PONOROGO"
"3502","3502123","RS UMUM DARMAYU PONOROGO"
"3502","3502134","RS UMUM MUHAMMADIYAH PONOROGO"
"3502","3502145","RS GRIYA WALUYA"
"3502","3502146","RS UMUM MUSLIMAT PONOROGO"
"3502","3502157","RS YASYFIN DARUSSALAM GONTOR"
"3503","3503011","RS UMUM DAERAH DR. SOEDOMO TRENGGALEK"
"3503","3503022","RS UMUM BUDI ASIH TRENGGALEK"
"3503","3503045","RS IBU DAN ANAK HST"
"3503","3503046S","RS DARURAT PANGGUL"
"3503","3503047S","RS DARURAT PANDEAN"
"3503","3503048S","RS DARURAT KAMPAK"
"3503","3503049S","RS DARURAT BARUHARJO"
"3503","3503061S","RS DARURAT COVID-19 SLAWE"
"3504","3504012","RS UMUM DAERAH DR. ISKAK TULUNGAGUNG"
"3504","3504045","RS UMUM ISLAM ORPEHA"
"3504","3504056","RS UMUM ERA MEDIKA"
"3504","3504057","RS IBU DAN ANAK FAUZIAH"
"3504","3504068","RS UMUM BHAYANGKARA TULUNGAGUNG"
"3504","3504069","RS UMUM SATITI PRIMA HUSADA"
"3504","3504070","RS UMUM ISLAM  MADINAH"
"3504","3504071","RS UMUM MUHAMMADIYAH BANDUNG"
"3504","3504073","RS PUTRA WASPADA TULUNGAGUNG"
"3504","3504074","RS IBU DAN ANAK AMANDA"
"3504","3504078","RS IBU DAN ANAK TRISNA MEDIKA"
"3504","3504081","RS UMUM PRIMA MEDIKA"
"3504","3504082S","RS DARURAT COVID-19 RUSUNAWA JEPUN BLOK II"
"3504","3504083S","RS DARURAT COVID-19 NGUNUT"
"3504","3504084S","RS DARURAT COVID-19 BANGUNJAYA"
"3504","3504085S","RS DARURAT COVID-19 SENDANG"
"3504","3504086S","RS DARURAT COVID-19 GONDANG"
"3504","3504087","RSUD CAMPURDARAT"
"3504","3504088S","RS DARURAT COVID-19 KALIDAWIR"
"3504","3504090S","RS DARURAT COVID-19 PAGERWOJO"
"3504","3504091S","RS DARURAT COVID-19 BEJI"
"3504","3504092S","RS DARURAT COVID-19 KAUMAN"
"3504","3504093S","RS DARURAT COVID-19 BANJAREJO"
"3504","3504094S","RS DARURAT COVID-19 BESUKI"
"3504","3504095S","RS DARURAT COVID-19 KARANGREJO"
"3504","3504096S","RS DARURAT COVID-19 REJOTANGAN"
"3504","3504097S","RS DARURAT COVID-19 NGANTRU"
"3504","3504098S","RS DARURAT COVID-19 BANDUNG"
"3504","3504099S","RS DARURAT COVID-19 TANGGUNGGUNUNG"
"3504","3504100S","RS DARURAT COVID-19 PUCANGLABAN"
"3505","3505013","RS UMUM DAERAH NGUDI WALUYO WLINGI"
"3505","3505024","RS UMUM  AULIA BLITAR"
"3505","3505035","RS UMUM ANANDA"
"3505","3505041","RS UMUM AL-ITTIHAD"
"3505","3505043","RS UMUM MEDIKA UTAMA"
"3505","3505044","RS UMUM WAVA HUSADA KESAMBEN"
"3505","3505045","RS UMUM DAERAH SRENGAT KAB. BLITAR"
"3505","3505054","RS UMUM AN-NISAA"
"3506","3506014","RS UMUM DAERAH KABUPATEN KEDIRI"
"3506","3506025","RS TOELONGREDJO"
"3506","3506036","RS UMUM AMELIA"
"3506","3506047","RS UMUM MUHAMMADIYAH SURYA MELATI"
"3506","3506058","RS UMUM ARGA HUSADA"
"3506","3506059","RS UMUM MUHAMMADIYAH SITI KHODIJAH"
"3506","3506060","RS IBU DAN ANAK KASIH BUNDA"
"3506","3506062","RS UMUM  AURA SYIFA"
"3506","3506063","RS UMUM  WILUJENG"
"3506","3506064","RS IBU DAN ANAK PERMATA HATI PARE KEDIRI"
"3571","3506065","RS GIGI MULUT IIK BHAKTI WIYATA"
"3506","3506066","RS UMUM DAERAH SIMPANG LIMA GUMUL KEDIRI"
"3507","3507015","RS BALA KESELAMATAN BOKOR"
"3507","3507026","RS JIWA DR. RADJIMAN WEDIODININGRAT LAWANG"
"3507","3507052","RS UMUM DAERAH KANJURUHAN KEPANJEN KAB. MALANG"
"3507","3507070","RS MARSUDI WALUYO"
"3507","3507085","RS UMUM DAERAH LAWANG"
"3507","3507096","RS UMUM WAVA HUSADA"
"3507","3507098","RS MITRA DELIMA"
"3507","3507099","RS PRASETYA HUSADA"
"3507","3507100","RS SITI MIRIAM"
"3507","3507102","RS ANGKATAN UDARA DR. MOHAMMAD MOENIR"
"3507","3507104","RS PRIMA HUSADA"
"3507","3507105","RS LAWANG MEDIKA"
"3507","3507107","RS BEN MARI"
"3507","3507108","RS UMUM UNIVERSITAS MUHAMMADIYAH MALANG"
"3507","3507114","RS SINGHASARI MEDIKA"
"3507","3507116","RS UMUM SALSABILA HUSADA"
"3507","3507117","RS UMUM PINDAD"
"3507","3507119","RS UMUM WAJAK HUSADA"
"3507","3507204","RS UMUM ISLAM GONDANG LEGI"
"3507","3507230","RS SUMBER SENTOSA"
"3507","3507241","RS UMUM ISLAM MADINAH KASEMBON"
"3507","3507248","RS BEDAH HASTA HUSADA"
"3507","3507259","RS ENGGAL DANGAN"
"3508","3508016","RS DAERAH DR. HARYOTO KABUPATEN LUMAJANG"
"3508","3508053","RS WIJAYA KUSUMA"
"3508","3508054","RS BHAYANGKARA LUMAJANG"
"3508","3508055","RS DJATIROTO"
"3508","3508056","RS ISLAM LUMAJANG"
"3508","3508058","RS UMUM DAERAH PASIRIAN KABUPATEN LUMAJANG"
"3508","3508060","RS UMUM MUHAMMADIYAH LUMAJANG"
"3509","3509010","RS UMUM DAERAH DR. SOEBANDI"
"3509","3509021","RS PERKEBUNAN PTPN X (PERSERO) JEMBER"
"3509","3509032","RS TK. III BALADHIKA HUSADA JEMBER"
"3509","3509043","RS PARU JEMBER"
"3509","3509101","RS UTAMA HUSADA JEMBER"
"3509","3509112","RS GIGI DAN MULUT FAKULTAS KEDOKTERAN GIGI JEMBER"
"3509","3509123","RS DAERAH KALISAT JEMBER"
"3509","3509134","RS DAERAH BALUNG JEMBER"
"3509","3509135","RS BINA SEHAT JEMBER"
"3509","3509136","RS UMUM CITRA HUSADA JEMBER"
"3509","3509137","RS UMUM SRIKANDI IBI JEMBER"
"3509","3509138","RS KALIWATES JEMBER"
"3509","3509140","RS SILOAM JEMBER"
"3510","3510010","RS UMUM DAERAH BLAMBANGAN"
"3510","3510021","RS UMUM BHAKTI HUSADA"
"3510","3510043","RS UMUM DAERAH GENTENG"
"3510","3510054","RS ISLAM FATIMAH"
"3510","3510076","RS YASMIN"
"3510","3510102","RS NAHDLATUL ULAMA BANYUWANGI"
"3510","3510103","RS AL HUDA"
"3510","3510104","RS UMUM PKU MUHAMMADIYAH ROGOJAMPI"
"3510","3510105","RS UMUM BAKTI MULIA BANYUWANGI"
"3510","3510106","RS GRAHA MEDIKA"
"3510","3510107","RS UMUM ABDHI FAMILI"
"3510","3510108","RS AL-ROHMAH BANYUWANGI"
"3510","3510109","RS UMUM RAHAYU MEDIKA"
"3511","3511011","RS UMUM DR. H.KOESNADI BONDOWOSO"
"3511","3511012","RS BHAYANGKARA BONDOWOSO"
"3511","3511013","RS MITRA MEDIKA BONDOWOSO"
"3512","3512012","RS UMUM DAERAH DR. ABDOER RAHEM KABUPATEN SITUBON"
"3512","3512034","RS ELIZABETH"
"3524","3512035","RS UMUM FATIMAH LAMONGAN"
"3512","3512036","RS UMUM DAERAH BESUKI KABUPATEN SITUBONDO"
"3512","3512037","RS UMUM DAERAH ASEMBAGUS KABUPATEN SITUBONDO"
"3512","3512038","RS UMUM MITRA SEHAT KABUPATEN SITUBONDO"
"3512","3512039","RS IBU DAN ANAK JATIMED"
"3512","3512050","RS IBU DAN ANAK KARINDA HUSADA"
"3513","3513013","RS UMUM DAERAH WALUYO JATI KRAKSAAN"
"3513","3513024","RS GRAHA SEHAT"
"3513","3513025","RS IBU DAN ANAK FATIMAH KRAKSAAN"
"3513","3513026","RS UMUM  WONOLANGAN"
"3513","3513027","RS RIZANI HUSADA"
"3513","3513067","RS UMUM DAERAH TONGAS"
"3514","3514025","RS ISLAM MASYITHOH BANGIL"
"3514","3514036","RS UMUM DAERAH BANGIL"
"3514","3514052","RS UMUM BHAYANGKARA PUSDIK BRIMOB"
"3514","3514053","RS MITRA SEHAT MEDIKA"
"3514","3514054","RS SAHABAT"
"3575","3514057","RS GRAHA SEHAT MEDIKA"
"3514","3514058","RS UMUM DAERAH GRATI"
"3514","3514059","RS PRIMA HUSADA"
"3514","3514060","RS MATA PASURUAN"
"3515","3515015","RS UMUM DAERAH SIDOARJO"
"3515","3515026","RS UMUM SITI KHODIJAH MUHAMMADIYAH CABANG SEPANJAN"
"3515","3515030","RS UMUM  PUSDIK POLRI PORONG"
"3515","3515096","RS UMUM DELTA SURYA"
"3515","3515106","RS ISLAM SITI HAJAR SIDOARJO"
"3515","3515110","RS UMUM JASEM"
"3515","3515121","RS UMUM ANWAR MEDIKA"
